strain	sample	read_id	chr_end	copy	expected_element	expected_group	donor_element	donor_group	split_anchor_bp	split_telo_bp	split_total_bp	split_pct_from_anchor	program_assigned_yprime	program_status	program_source	program_mechanism	program_path	anchorHalf_vs_expected	anchorHalf_vs_donor	anchor_margin	teloHalf_vs_expected	teloHalf_vs_donor	telo_margin	pair_longest_homology_bp	pair_homology_identity	evidence	explanation	telo_side
6991	6991_day0_with_selection	SRR33298395.1254154	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4-5]:E-chr14L-4,E-chr14L-5 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.461449	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5,E-chr14L-5,E-chr14L-5(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1855837	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-5,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1166852	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1708313	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4-5]:E-chr14L-4,E-chr14L-5 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1657843	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-4,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[4]:E-chr14L-4,E-chr14L-4,E-chr14L-4(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.854309	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1495423	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-4,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[4]:E-chr14L-4 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1625551	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1169185	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4-5]:E-chr14L-5,E-chr14L-4,E-chr14L-5(circ x1.5 moderate | alt chr14L[5] + chr14L[4-5])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.887841	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.40292	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4-5]:E-chr14L-4,E-chr14L-5,E-chr14L-4(circ x1.5 moderate | alt chr14L[4-5] + chr14L[4])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1043530	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4-5]:E-chr14L-4,E-chr14L-5 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.543619	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4-5]:E-chr14L-4,E-chr14L-5 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.967434	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4-5]:E-chr14L-5,E-chr14L-4,E-chr14L-5(circ x1.5 moderate | alt chr14L[5] + chr14L[4-5])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1094098	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-5,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.593564	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.219677	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1690263	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-5,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1520973	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1856155	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.417960	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4]:E-chr14L-4,E-chr14L-4,E-chr14L-4(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.556315	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1223597	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1871383	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[5]:E-chr14L-5,E-chr14L-5,E-chr14L-5(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.94638	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1699621	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1457172	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1313275	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1413153	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[5]:E-chr14L-5,E-chr14L-5,E-chr14L-5(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1171862	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1769377	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4-5]:E-chr14L-4,E-chr14L-5 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.808806	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5,E-chr14L-5,E-chr14L-5(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.45787	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4-5]:E-chr14L-4,E-chr14L-5,E-chr14L-4(circ x1.5 moderate | alt chr14L[4-5] + chr14L[4])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1873984	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	ambiguous	unmatched_array	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.229393	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5,E-chr14L-5,E-chr14L-5(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1602383	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[5]:E-chr14L-5,E-chr14L-5,E-chr14L-5(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.614810	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-4,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[4]:E-chr14L-4,E-chr14L-4,E-chr14L-4(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1425574	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.614839	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-4,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[4-5]:E-chr14L-4,E-chr14L-5 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.725852	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4]:E-chr14L-4 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.932054	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1680449	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-4,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[4]:E-chr14L-4 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.623650	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1895310	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	ambiguous	unmatched_array	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1684331	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.804308	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1415318	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-5,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[4-5]:E-chr14L-5,E-chr14L-4,E-chr14L-5(circ x1.5 moderate | alt chr14L[5] + chr14L[4-5])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1105386	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-5,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4-5]:E-chr14L-5,E-chr14L-4,E-chr14L-5(circ x1.5 moderate | alt chr14L[5] + chr14L[4-5])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1162528	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-5,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1616382	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4-5]:E-chr14L-5,E-chr14L-4,E-chr14L-5(circ x1.5 moderate | alt chr14L[5] + chr14L[4-5])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1589903	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4]:E-chr14L-4,E-chr14L-4,E-chr14L-4(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1642275	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
