strain	PD	read_uuid	sample	our_read_id	paper_chr_end	paper_n_yprime	paper_ids	paper_switch	our_chr_end	our_n_yprime	our_ids	our_status	our_path	our_entries	our_source	our_mechanism	our_blocks	our_switch
7172	33	5ec1730d-dddc-41a2-857b-ef91bfc30164	7172_day4_with_selection	SRR33298429.124367	chr4L	5	ID2,ID2,ID2,ID2,ID5	N	chr4L	5.0	ID5_Blue-Dark,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr16L|chr7R:ID5_Blue-Dark > chr12R[2-5]:ID2_Red,ID2_Red,ID2_Red,ID2_Red	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr13L	subtelomere_switch	chr16L|chr7R > chr12R	True
7172	28	5fcb96ca-fd24-4901-98dc-5977461c3100	7172_day3_with_selection	SRR33298430.288189	chr13R	6	ID3,ID2,ID3,ID3,ID2,ID5	N	chr13R	6.0	ID5_Blue-Dark,ID2_Red,ID3_Orange,ID3_Orange,ID2_Red,ID3_Orange	Y' Gain	chr16L[1-2]:ID5_Blue-Dark,ID2_Red > chr14L[3]:ID3_Orange > chr14L[2-3]:ID3_Orange,ID2_Red,ID3_Orange(circ x1.5 moderate | alt chr14L[3] + chr14L[2-3])	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3|chr14L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3	chr16L	donor_transfer	chr16L > chr14L	True
7302	33	6005aa22-9d6a-4928-ab71-1494cbd781a7	7302_day4_with_selection	SRR33298449.43071	chr3R	4	ID8,ID7,ID8,ID7	N	chr3R	4.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-3]:ID7_Yellow,ID2_Red-Light,ID7_Yellow > chr12R|chr13L|chr14L|chr4R:ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7172	33	603f7a44-23cb-4875-838a-f7b1f839cc37	7172_day4_with_selection_repeat	SRR33298428.278916	chr4L	3	ID4,ID2,ID5	Y	chr4L	3.0	ID5_Blue-Light,ID2_Red,ID4_Green-Light	Y' Gain	chr14L[1-2]:ID5_Blue-Light,ID2_Red > chr2L|chr6L:ID4_Green-Light	chr14L1|chr4R1,2,6;chr16L2|chr2L1	chr14L	donor_transfer	chr14L > chr2L|chr6L	True
7172	33	60c1ed5c-0d0c-4b17-bfe5-321604d15edb	7172_day4_with_selection_repeat	SRR33298428.95503	chr4R	12	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr4R	11.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	self[3-4]:ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x2.0 moderate | alt chr4R[1] + chr4R[3-5])	chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5	chr4R	tandem_amplification_same_end	chr4R	False
7172	28	625caba0-7ad6-4703-a9be-b56a2190e22e	7172_day3_with_selection	SRR33298430.90535	chr14L	5	ID2,ID3,ID3,ID2,ID5	N	chr14L	5.0	ID5_Blue-Dark,ID2_Red,ID3_Orange,ID3_Orange,ID2_Red	1st Y' Change	chr7R?[1]:ID5_Blue-Dark > self[2-3]:ID2_Red,ID3_Orange > self[3]:ID3_Orange > self[2]:ID2_Red	chr16L1|chr4R1,2,6;chr16L2|chr14L3|chr14L3|chr4R1,2,6;chr16L2	chr16L	donor_transfer	chr7R > chr14L	True
7172	28	626d216b-d732-445e-a10b-6e2733314291	7172_day3_with_selection	SRR33298430.73917	chr4R	10	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr4R	9.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	self[1-2]:ID2_Red,ID2_Red	chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R5|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr4R	tandem_amplification_same_end	chr4R	False
7172	33	62be2766-81b5-4504-b9b8-95a08839c40f	7172_day4_with_selection	SRR33298429.347414	chr13L	3	ID2,ID2,ID4	Y	chr13L	3.0	ID4_Green-Light,ID2_Red,ID2_Red	1st Y' Change	chr2L|chr6L:ID4_Green-Light > chr16L|chr4R:ID2_Red,ID2_Red	chr2L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr15R1	chr12R	donor_transfer_candidates:3	chr2L|chr6L > chr16L|chr4R	True
7172	28	63429925-09eb-46a6-9d99-a81a6a125d9c	7172_day3_with_selection	SRR33298430.147518	chr7R	3	ID5,ID3,ID3	N	chr7R	3.0	ID5_Blue-Dark,ID3_Orange,ID3_Orange	Y' Gain	chr14L[3]:ID3_Orange > chr14L[3]:ID3_Orange	chr16L1|chr14L3|chr14L3	chr14	unmatched_array	chr14L	False
7302	28	635cfae8-9464-4e22-9fa0-79f5d081c104	7302_day3_with_selection	SRR33298450.532788	chr15L	3	ID6,ID3,ID3	Y	chr15L	3.0	ID6_Purple-Dark,ID3_Orange,ID3_Orange	Y' Gain	chr10L|chr9L:ID6_Purple-Dark > chr14L[3-4]:ID3_Orange,ID3_Orange	chr10L1|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr10L|chr9L > chr14L	True
7302	33	6412e72e-0d21-4c2f-94d9-298d3e860a51	7302_day4_with_selection	SRR33298449.333059	chr6L	4	ID4,ID2,ID3,ID3	N	chr6L	4.0	ID4_Green-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange	Y' Gain	chr14L[2-4]:ID2_Red-Light,ID3_Orange,ID3_Orange	chr6L1|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7172	28	641f6fbe-ef0d-480f-9238-fc91e0fff071	7172_day3_with_selection	SRR33298430.288420	chr15R	3	ID2,ID3,ID2	N	chr15R	3.0	ID2_Red,ID3_Orange,ID2_Red	Y' Gain	chr14L[3]:ID3_Orange > self[1]:ID2_Red	chr15R1|chr14L3|chr15R1	chr14L	donor_transfer	chr14L > chr15R	True
7172	28	652c8331-30e8-4c74-8389-50299229f709	7172_day3_with_selection	SRR33298430.391029	chr15R	3	ID3,ID2,ID2	N	chr15R	3.0	ID2_Red,ID2_Red,ID3_Orange	Y' Gain	chr14L[2-3]:ID2_Red,ID3_Orange	chr15R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3	chr14L	donor_transfer	chr14L	False
7302	33	65de6779-a6e6-4c1c-9b7d-6250e8963e6e	7302_day4_with_selection	SRR33298449.141373	chr4L	4	ID7,ID8,ID7,ID8	N	chr4L	4.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-4]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7302	33	66d6e9d3-7a34-423c-9775-65da7686b9a8	7302_day4_with_selection	SRR33298449.133343	chr8R	3	ID3,ID3,ID1	N	chr8R	3.0	ID1_Gray,ID3_Orange,ID3_Orange	Y' Gain	chr14L[3-4]:ID3_Orange,ID3_Orange	chr8R1|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7172	28	6796c762-f534-4fdd-95ba-c8f9d219a311	7172_day3_with_selection	SRR33298430.288487	chr13R	2	ID5,ID5	N	chr13R	1.0	ID5_Blue-Dark	Y' Gain	chr16L|chr7R:ID5_Blue-Dark	chr16L1	chr15R	subtelomere_switch	chr16L|chr7R	False
7172	28	68232b43-99f4-4362-831f-9135922e0aec	7172_day3_with_selection	SRR33298430.352272	chr6L	7	ID2,ID2,ID2,ID2,ID2,ID2,ID4	N	chr6L	7.0	ID4_Green-Light,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr14L?[2]:ID2_Red > chr12R[2-3]:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x2.5 moderate | alt chr12R[2-3] + chr12R[5-7])	chr6L1|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr12R6,8	chr12R	donor_transfer	chr14L > chr12R	True
7172	28	6874e671-3e74-4559-aebd-7a01a60ef0f4	7172_day3_with_selection	SRR33298430.147876	chr15L	4	ID4,ID3,ID2,ID5	Y	chr15L	4.0	ID5_Blue-Dark,ID2_Red,ID3_Orange,ID4_Green-Light	Y' Gain	chr16L|chr7R:ID5_Blue-Dark > chr14L[2-3]:ID2_Red,ID3_Orange > chr2L|chr6L:ID4_Green-Light	chr16L1|chr4R1,2,6;chr16L2|chr14L3|chr6L1	chr14L	subtelomere_switch	chr16L|chr7R > chr14L > chr2L|chr6L	True
7172	33	68b37d8c-b9d0-487b-85b3-eccdf56a64f4	7172_day4_with_selection_repeat	SRR33298428.367948	chr1L	2	ID6,ID5	Y	chr1L	2.0	ID5_Blue-Dark,ID6_Purple-Dark	Y' Gain	chr16L|chr7R:ID5_Blue-Dark > chr10L|chr9L:ID6_Purple-Dark	chr16L1|chr10L1	chr14	unmatched_array	chr16L|chr7R > chr10L|chr9L	True
7172	33	6a995bf5-f9c3-43b8-b7c4-3578b6dc6b24	7172_day4_with_selection_repeat	SRR33298428.290266	chr11L	4	ID2,ID2,ID2,ID6	Y	chr11L	4.0	ID6_Purple-Dark,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr10L|chr9L:ID6_Purple-Dark > chr12R[5-7]:ID2_Red,ID2_Red,ID2_Red	chr10L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr12R7	chr10L	subtelomere_switch	chr10L|chr9L > chr12R	True
7302	28	6ba8e444-bb0b-488d-87ed-79ea1f536a11	7302_day3_with_selection	SRR33298450.226817	chr5R	3	ID1,ID2,ID2	N	chr5R	3.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr5R1|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7172	28	6be0f27a-de67-4d25-8807-7571681164ca	7172_day3_with_selection	SRR33298430.76318	chr2L	3	ID2,ID2,ID4	N	chr2L	3.0	ID4_Green-Light,ID2_Red,ID2_Red	Y' Gain	chr16L|chr4R:ID2_Red,ID2_Red	chr2L1|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	donor_transfer_candidates:3	chr16L|chr4R	False
7302	28	6c4d7672-6855-4622-9500-fc32aa0b948e	7302_day3_with_selection	SRR33298450.73471	chr12L	4	ID2,ID2,ID2,ID3	N	chr12L	4.0	ID3_Orange,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	1st Y' Change	chr14L[3]:ID3_Orange > chr12R|chr4R:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr14L3,4,5|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2	chr14L	donor_transfer	chr14L > chr12R|chr4R	True
7302	33	6d347b8d-3355-462c-9a08-9acdd8b570cb	7302_day4_with_selection	SRR33298449.118626	chr2L	4	ID4,ID7,ID8,ID7	N										
7302	33	6d814aba-5848-4377-a8fc-526c56d2c7a4	7302_day4_with_selection	SRR33298449.85022	chr16R	3	ID1,ID2,ID2	N	chr16R	3.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr16R1|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7302	28	6d839469-10be-4b86-bdc8-30763fb19581	7302_day3_with_selection	SRR33298450.410774	chr12R	8	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr12R	8.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	self[2-3]:ID2_Red-Light,ID2_Red-Light	chr12R1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6|chr12R6|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6	chr12R	tandem_amplification_same_end	chr12R	False
7172	33	6da3e9de-bbf4-4cd7-b133-128d466c3a8d	7172_day4_with_selection_repeat	SRR33298428.396563	chr2L	9	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID4	N	chr2L	9.0	ID4_Green-Light,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R?[2]:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x8.0 moderate)	chr2L1|chr12R6,8|chr12R7|chr12R6,8|chr12R7|chr12R6,8|chr12R7|chr12R6,8|chr12R7	chr12R	donor_transfer_candidates:3	chr12R	False
7302	28	6dbd7f47-7918-4e02-bd2c-218d9507fd8a	7302_day3_with_selection	SRR33298450.119004	chr5R	5	ID1,ID2,ID3,ID3,ID3	N	chr5R	5.0	ID1_Gray,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr14L[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange	chr5R1|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7172	28	6e1c832c-bfd1-4946-bec4-378156ff4098	7172_day3_with_selection	SRR33298430.393040	chr11R	6	ID3,ID3,ID3,ID3,ID3,ID4	Y	chr11R	6.0	ID4_Green-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr2L|chr6L:ID4_Green-Light > chr14L[3]:ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange(circ x5.0 strong)	chr2L1|chr14L3|chr14L3|chr14L3|chr14L3|chr14L3	chr14L	donor_transfer	chr2L|chr6L > chr14L	True
7172	33	6eac7cca-4320-471b-909d-ea5ac27940d9	7172_day4_with_selection_repeat	SRR33298428.527470	chr7R	4	ID2,ID2,ID2,ID5	N	chr7R	4.0	ID5_Blue-Dark,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr16L|chr4R:ID2_Red,ID2_Red,ID2_Red(circ x1.5)	chr16L1|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	donor_transfer_candidates:2	chr16L|chr4R	False
7172	33	713e7976-9d01-4ca1-8ae6-0c01eb4ac99d	7172_day4_with_selection_repeat	SRR33298428.529209	chr13R	3	ID2,ID2,ID5	N	chr13R	3.0	ID5_Blue-Dark,ID2_Red,ID2_Red	Y' Gain	chr7R?[1]:ID5_Blue-Dark > chr12R|chr4R:ID2_Red,ID2_Red	chr16L1|chr15R1|chr15R1	chr16L	donor_transfer	chr7R > chr12R|chr4R	True
7302	28	73f6cb36-f412-473d-873e-a63fe6493d83	7302_day3_with_selection	SRR33298450.579268	chr13L	6	ID7,ID7,ID8,ID7,ID8,ID7	N	chr13L	6.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID7_Yellow	Y' Gain	self[1]:ID7_Yellow > self[1]:ID7_Yellow	chr13L3|chr13L4|chr13L3|chr13L4|chr13L3|chr13L3	ambiguous	unmatched_array	chr13L	False
7172	28	74b16b6e-abae-4a91-8486-fc964c960c7b	7172_day3_with_selection	SRR33298430.467934	chr7R	8	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID5	N	chr7R	8.0	ID5_Blue-Dark,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr4R[1-5]:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x1.4 moderate | alt chr4R[2-7] + chr4R[1])	chr16L1|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr4R	donor_transfer	chr4R	False
7302	33	75436a99-70d2-4e7c-914c-0247837303bb	7302_day4_with_selection	SRR33298449.203189	chr15R	8	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr15R	8.0	ID2_Red-Dark,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R[2-6]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light(circ x1.4 strong)	chr15R1|chr12R6|chr12R6|chr4R1,2,3,6|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2|chr4R5|chr4R1,2,3,6	chr4R	donor_transfer	chr12R	False
7172	33	759945d8-2892-4183-81e3-b358ec0ce73f	7172_day4_with_selection_repeat	SRR33298428.299231	chr6L	4	ID2,ID2,ID2,ID1	N	chr6L	4.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red	1st Y' Change	chr12L|chr13L|chr16R|chr5R|chr8L|chr8R:ID1_Gray > chr4R[3-5]:ID2_Red,ID2_Red,ID2_Red	chr5R1|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr5R	subtelomere_switch	chr12L|chr13L|chr16R|chr5R|chr8L|chr8R > chr4R	True
7302	28	76099a69-5dc6-434a-9e1f-7dfefed1ccbc	7302_day3_with_selection	SRR33298450.283930	chr7R	3	ID5,ID2,ID2	N	chr7R	3.0	ID5_Blue-Dark,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr16L1|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7302	28	765dc1e3-3504-44ed-abe6-316aa2735d55	7302_day3_with_selection	SRR33298450.533016	chr5R	3	ID2,ID2,ID1	N	chr5R	3.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr5R1|chr4R4,7;chr12R3,4,5;chr14L2|chr13L4	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7172	33	76c61932-6cd9-4471-8e43-adaff92c55e7	7172_day4_with_selection_repeat	SRR33298428.208534	chr2L	3	ID2,ID2,ID3	N	chr2L	3.0	ID3_Orange,ID2_Red,ID2_Red	1st Y' Change	chr14L[3]:ID3_Orange > chr12R[6-7]:ID2_Red,ID2_Red	chr14L3|chr12R6,8|chr12R6,8	chr14L	donor_transfer	chr14L > chr12R	True
7172	28	76c7503e-e5b7-4be2-829e-7b7c0e59bfe0	7172_day3_with_selection	SRR33298430.422547	chr13R	8	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr13R	8.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R[2-7]:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x1.3 moderate | alt chr12R[2] + chr12R[2-8])	chr12R7|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr12R7|chr12R6,8	chr12R	donor_transfer	chr12R	False
7172	28	775ca9fa-34ed-4f92-9e04-cb5385b46c93	7172_day3_with_selection	SRR33298430.422542	chr12R	12	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID1	N	chr12R	11.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	self[6-8]:ID2_Red,ID2_Red,ID2_Red	chr12R1|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr12R7|chr12R6,8|chr12R6,8|chr12R7|chr12R6,8	chr12R	tandem_amplification_same_end	chr12R	False
7172	33	78a13940-3f57-4d2f-a3fe-d67108ca48dc	7172_day4_with_selection_repeat	SRR33298428.172661	chr12R	12	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID1	N	chr12R	12.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	self[2]:ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x4.0 moderate | alt chr12R[2] + chr12R[6-8])	chr12R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr12R7|chr12R6,8|chr12R7|chr12R7|chr12R7|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	tandem_amplification_same_end	chr12R	False
7302	28	794719fa-d7b4-476d-84d4-6c6b7e478a13	7302_day3_with_selection	SRR33298450.303424	chr5L	4	ID6,ID8,ID7,ID8	N	chr5L	4.0	ID6_Purple-Light,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[2-4]:ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr5L1|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7172	33	7a183c26-9674-4fa9-ae5f-5790833fffc8	7172_day4_with_selection_repeat	SRR33298428.317911	chr12R	14	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID1	N	chr12R	13.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	self[2-4]:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x1.7 moderate | alt chr12R[2-3] + chr12R[2-4])	chr12R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr12R6,8|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	tandem_amplification_same_end	chr12R	False
7172	33	7aa358db-4bff-47b0-817b-6930d4a9be3e	7172_day4_with_selection	SRR33298429.121654	chr9R	3	ID3,ID2,ID6	Y	chr9R	3.0	ID6_Purple-Neutral,ID2_Red,ID3_Orange	Y' Gain	chr14R[1]:ID6_Purple-Neutral > chr14L[2-3]:ID2_Red,ID3_Orange	chr14R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3	chr14L	donor_transfer	chr14R > chr14L	True
7302	33	7b3704a1-8d58-4878-9ad1-c68d642cc6fc	7302_day4_with_selection	SRR33298449.62480	chr6L	3	ID3,ID3,ID4	N	chr6L	3.0	ID4_Green-Dark,ID3_Orange,ID3_Orange	Y' Gain	chr14L[3-4]:ID3_Orange,ID3_Orange	chr6L1|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7172	33	7c745946-e47d-469a-a893-952e3b5f624a	7172_day4_with_selection_repeat	SRR33298428.184789	chr2R	5	ID2,ID2,ID2,ID2,ID2	N	chr2R	5.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R[4-8]:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr12R7|chr12R6,8	chr12R	donor_transfer	chr12R	False
7172	33	7d87ed8d-b6c9-4e05-ae65-c122af5d5c63	7172_day4_with_selection_repeat	SRR33298428.361418	chr4R	10	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr4R	10.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	self[5-7]:ID2_Red,ID2_Red,ID2_Red	chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr4R	tandem_amplification_same_end	chr4R	False
